amount,type,latency,txn_count_last_30d,device_load,processing_decision
164.12,Transfer,8,2,50.99317074055243,edge
92.88,Payment,8,18,64.34602460446042,edge
5934.61,Payment,33,6,18.538212278906013,cloud
314.89,Payment,21,0,50.655719301928386,edge
497.75,Transfer,30,5,53.37166823244445,edge
438.12,Withdrawal,30,0,72.39080934436727,edge
3721.96,Transfer,27,0,29.689092578724846,cloud
43.57,Withdrawal,25,1,60.89031471671722,edge
411.95,Deposit,12,0,28.1712481591526,edge
82.55,Payment,16,3,69.5538199181039,edge
349.8,Deposit,8,6,89.77540335837129,cloud
62.07,Withdrawal,9,4,13.28357354056532,edge
6001.17,Withdrawal,19,5,82.49322299270973,cloud
152.66,Transfer,18,1,82.55026861777456,edge
1957.77,Deposit,20,0,26.730169987781103,edge
106.06,Deposit,19,8,39.46308676138834,edge
380.7,Transfer,43,0,15.014618993067153,edge
237.33,Payment,10,1,79.81050133879262,edge
434.59,Deposit,12,8,46.048756003809714,edge
7349.38,Transfer,30,10,37.513539868127054,cloud
288.75,Deposit,7,0,44.27916065870183,edge
40.49,Deposit,17,4,68.10808778141529,edge
54.47,Payment,13,4,92.37238634708083,cloud
170.2,Withdrawal,6,3,48.64790363215021,edge
383.15,Payment,6,8,17.06578083906691,edge
9898.69,Deposit,26,2,78.5434630971836,cloud
3198.17,Withdrawal,7,7,43.61087832806541,cloud
153.7,Deposit,24,9,65.58662249461823,edge
438.16,Payment,25,2,68.27910290392707,edge
454.82,Payment,21,5,13.998328264455523,edge
140.48,Payment,9,0,28.755526412788086,edge
303.82,Deposit,6,8,78.5087680495455,edge
7441.14,Transfer,21,0,40.42530508138847,cloud
497.31,Payment,8,4,48.14482089358548,edge
8927.79,Transfer,20,15,58.736426606991664,cloud
212.66,Transfer,18,10,63.15224163942345,edge
2798.76,Withdrawal,12,10,54.25660625179618,cloud
370.0,Withdrawal,14,1,70.4908375303497,edge
8435.89,Deposit,16,1,59.995554043686525,cloud
330.85,Deposit,21,16,28.504755939586275,edge
435.25,Deposit,25,1,81.53713305992302,edge
1355.49,Withdrawal,86,9,53.970837838281106,cloud
63.79,Transfer,36,0,42.959243314795195,edge
285.02,Withdrawal,12,7,36.60780629397025,edge
3084.82,Payment,13,1,11.542508022342327,cloud
157.25,Payment,1,9,63.32944043831618,edge
305.69,Payment,35,2,70.08679618420976,edge
826.92,Deposit,38,1,69.01591834710058,edge
9726.47,Withdrawal,14,2,89.35873248255166,cloud
67.2,Payment,8,8,11.277099979988279,edge
7033.24,Withdrawal,7,35,18.16397130444492,cloud
187.18,Withdrawal,40,0,50.79128848565224,edge
395.08,Deposit,21,6,41.83461814748712,edge
452.09,Transfer,27,0,12.779496755309946,edge
236.68,Transfer,6,9,58.90221192403694,edge
250.69,Withdrawal,20,1,18.203714839885762,edge
60.83,Withdrawal,22,4,40.39808025048127,edge
352.58,Transfer,18,7,14.030673833890871,edge
337.33,Payment,24,8,92.12426127236597,cloud
236.37,Deposit,29,4,46.4249163003276,edge
363.65,Transfer,19,7,47.10340180651948,edge
425.78,Transfer,43,4,49.565768772608656,edge
481.5,Withdrawal,20,0,52.567607338486766,edge
431.97,Payment,5,0,82.79328750808557,edge
3318.82,Withdrawal,9,3,32.4342474354856,cloud
180.84,Transfer,7,7,12.19092951970301,edge
1816.81,Deposit,8,1,35.76998309421731,edge
113.51,Deposit,9,0,22.01846970829797,edge
251.79,Payment,19,0,85.25092386731016,cloud
7208.89,Withdrawal,21,1,18.17495528206996,cloud
342.44,Deposit,50,2,54.69558937355849,edge
290.65,Transfer,9,8,82.90660416435325,edge
9171.54,Payment,4,6,56.677032676815124,cloud
115.86,Deposit,19,5,51.814486340742945,edge
329.99,Deposit,9,12,54.10507573429652,edge
4848.53,Deposit,3,7,42.001860377256506,cloud
76.73,Deposit,45,0,13.187402269027233,edge
286.44,Transfer,4,0,70.62434661105462,edge
432.49,Transfer,38,1,64.74735734752818,edge
133.11,Deposit,5,0,83.15720678656335,edge
6154.08,Payment,29,23,29.342291213507227,edge
270.92,Deposit,10,2,38.20055927414189,edge
262.86,Transfer,18,0,28.719653412239527,edge
325.13,Withdrawal,7,2,33.65496477720676,edge
292.2,Transfer,28,8,47.21561665875392,edge
212.19,Payment,12,3,74.88801917195607,edge
2073.85,Payment,25,3,65.85809936175639,edge
968.13,Payment,4,13,17.78448428883464,edge
141.47,Transfer,4,1,78.03443200625749,edge
90.74,Deposit,12,0,44.82701579219923,edge
1981.41,Transfer,31,2,48.366026839625185,edge
324.4,Payment,29,0,47.11240045662336,edge
183.39,Transfer,5,2,66.43850590386712,edge
461.41,Payment,7,1,23.439519712079004,edge
261.91,Withdrawal,27,1,57.21820864980999,edge
6371.8,Deposit,43,2,20.627729340156282,cloud
9158.36,Deposit,10,1,53.11046745924157,cloud
390.19,Payment,11,0,72.47832870438484,edge
3097.23,Payment,26,15,85.82156245179215,cloud
15.53,Deposit,4,4,61.70944255327027,edge
530.48,Deposit,24,5,54.02607339534844,edge
6276.66,Transfer,11,2,78.06297074796737,cloud
135.72,Withdrawal,17,7,78.21091322934993,edge
298.92,Payment,38,1,49.704896208915166,edge
319.53,Withdrawal,41,3,31.809464561639274,edge
66.23,Deposit,19,8,41.23327963535326,edge
485.45,Payment,28,1,81.08588574139496,edge
56.13,Deposit,9,3,41.96823110672614,edge
7314.03,Withdrawal,21,2,63.999243603792216,cloud
229.41,Deposit,17,0,73.19811705319574,edge
1816.29,Deposit,33,4,43.946250542931736,edge
196.71,Withdrawal,11,4,91.78302421882498,cloud
4663.66,Withdrawal,39,3,61.77093620667161,cloud
270.81,Deposit,13,2,36.90940195125036,edge
275.37,Transfer,2,3,38.046922134856814,edge
97.89,Deposit,6,4,40.618286013835984,edge
197.75,Payment,11,7,40.176210991988185,edge
209.83,Deposit,7,2,75.39480360712197,edge
272.08,Transfer,6,2,92.24685595876613,cloud
141.16,Payment,12,0,27.57662046079133,edge
113.62,Transfer,6,8,91.79076756252003,cloud
125.17,Withdrawal,12,0,71.84842694342589,edge
357.25,Deposit,6,0,88.25377277662214,cloud
5710.97,Transfer,5,0,94.09219721026527,cloud
9901.65,Payment,7,3,66.07989822549698,cloud
246.38,Payment,20,1,46.931825266893604,edge
429.69,Transfer,43,2,30.571762990863796,edge
6129.3,Payment,18,2,80.66950939774864,cloud
413.58,Payment,14,9,84.67848747506716,edge
610.4,Deposit,11,8,70.10087908948441,edge
5390.33,Transfer,18,0,80.78794865768822,cloud
347.72,Transfer,25,2,51.29783580704642,edge
9401.33,Deposit,24,6,43.97061538420985,cloud
6201.43,Withdrawal,49,2,65.18893874400848,cloud
129.17,Payment,43,7,27.91498498493724,edge
1532.3,Deposit,3,9,18.010786950307924,edge
149.36,Withdrawal,10,1,37.00067748613512,edge
9095.38,Transfer,25,3,85.45652066608429,cloud
8615.33,Withdrawal,24,1,41.26255891949819,cloud
172.89,Withdrawal,7,1,17.13104008515542,edge
427.82,Payment,1,2,88.62953578423937,cloud
6732.85,Transfer,35,3,46.578715836492826,cloud
376.97,Withdrawal,24,12,79.0904816204652,edge
390.78,Payment,25,17,85.0758625538707,cloud
271.25,Withdrawal,16,1,16.268400634003687,edge
480.22,Deposit,11,25,52.21584575377282,edge
325.71,Payment,5,0,30.88969368159234,edge
4616.22,Withdrawal,10,9,56.059709174910594,cloud
220.26,Deposit,19,0,53.30424685408215,edge
314.42,Withdrawal,8,3,37.44515897913128,edge
471.25,Deposit,15,44,65.25445575289811,edge
223.51,Payment,11,3,60.25178703483691,edge
52.72,Withdrawal,19,1,17.966704706021474,edge
8790.65,Deposit,27,4,25.268524567214545,cloud
6633.59,Transfer,9,1,16.44162020504347,cloud
471.57,Withdrawal,18,4,48.63978978707119,edge
385.12,Payment,22,1,44.96379157492252,edge
129.74,Payment,9,3,81.95688514100661,edge
227.85,Withdrawal,10,11,27.095292182819797,edge
7990.63,Withdrawal,12,11,56.18291065136251,cloud
429.37,Payment,40,18,58.842397227950876,edge
6657.64,Payment,34,9,45.75772249433316,cloud
357.45,Withdrawal,36,5,28.204536376467665,edge
309.0,Withdrawal,15,0,33.47132927884992,edge
7646.62,Transfer,43,1,75.08677844401555,cloud
8184.8,Withdrawal,9,3,11.024838631415097,cloud
294.67,Deposit,12,0,70.67097071866142,edge
388.91,Transfer,22,2,81.1717475512197,edge
338.21,Withdrawal,24,2,24.76097807709538,edge
113.9,Deposit,68,1,21.553600764639093,edge
127.7,Withdrawal,20,5,55.15656861653542,edge
126.94,Payment,7,1,94.49340421181316,cloud
417.26,Withdrawal,15,13,66.89104639174505,edge
3008.18,Withdrawal,2,0,78.59232163323426,cloud
304.98,Deposit,29,4,33.23160352592839,edge
264.84,Withdrawal,6,18,26.285162027721736,edge
118.47,Withdrawal,62,1,12.568431611764018,edge
228.44,Withdrawal,20,2,85.01024240123195,cloud
5914.68,Transfer,8,1,86.08051038137901,cloud
367.18,Deposit,23,3,27.537378485738657,edge
162.68,Payment,25,10,66.30977532590703,edge
436.9,Deposit,21,19,52.904383479788464,edge
172.38,Payment,25,25,89.94589685540211,cloud
4320.89,Withdrawal,9,1,58.56858783320486,cloud
91.15,Payment,19,0,76.92646068979462,edge
446.2,Payment,16,4,64.00795159186919,edge
193.02,Withdrawal,16,7,56.46698190019344,edge
248.55,Payment,23,20,38.42840650023358,edge
41.37,Transfer,9,5,71.63797805515463,edge
9477.71,Payment,18,3,42.34110294682258,cloud
4199.12,Transfer,14,4,16.141262179350324,cloud
1018.88,Deposit,8,12,49.967839816846734,edge
6562.09,Withdrawal,27,6,76.53147297941537,cloud
447.83,Withdrawal,8,3,19.75201348531789,edge
80.36,Transfer,6,22,63.57229336787047,edge
603.26,Withdrawal,5,8,49.60223991165242,edge
295.79,Transfer,28,3,52.982616319291466,edge
286.33,Deposit,30,9,40.67002484172069,edge
336.39,Deposit,39,3,38.550376961760875,edge
370.43,Transfer,9,7,49.593212026179046,edge
54.58,Transfer,34,11,87.49121218339492,cloud
183.46,Payment,35,0,28.553134336982357,edge
6407.64,Withdrawal,23,6,75.11116327525743,cloud
484.27,Payment,10,0,60.01142676763007,edge
4296.31,Deposit,38,5,19.148157713356802,cloud
238.76,Withdrawal,18,12,54.11473891498184,edge
2186.04,Withdrawal,11,10,42.67699858038551,cloud
2924.08,Withdrawal,17,0,57.1455138377878,cloud
7138.9,Withdrawal,9,3,94.21048189181637,cloud
408.46,Payment,20,11,85.19811341186946,cloud
310.5,Payment,23,8,77.96698417137833,edge
4198.62,Payment,27,2,68.67176516552149,cloud
45.09,Withdrawal,21,4,52.62562301264047,edge
9351.68,Payment,14,3,25.632135920264695,cloud
8348.22,Withdrawal,18,1,88.34310332877627,cloud
354.16,Withdrawal,18,0,26.448917461333725,edge
492.56,Deposit,13,3,25.95200504924732,edge
5084.57,Transfer,29,11,87.03698239695797,cloud
6254.33,Transfer,24,1,36.96950900844984,cloud
257.19,Deposit,28,1,94.21758696237445,cloud
86.0,Payment,23,0,40.35547515420512,edge
281.72,Deposit,4,6,53.928910446365066,edge
97.48,Transfer,33,14,83.97261284232063,edge
231.56,Withdrawal,0,5,69.95206318864807,edge
337.31,Transfer,41,2,48.23288424257677,edge
249.01,Deposit,14,4,15.076406674723572,edge
240.55,Payment,21,35,16.404748199214968,edge
2141.1,Deposit,16,12,25.305445522384765,flagged
1584.05,Deposit,7,6,40.31661916502058,edge
180.75,Withdrawal,12,1,22.94439332362949,edge
8881.92,Withdrawal,49,4,30.647202819171167,cloud
324.86,Payment,20,8,13.37080134370732,edge
6719.29,Withdrawal,6,5,60.40442768615784,cloud
9577.95,Withdrawal,39,1,55.857457997093704,cloud
379.2,Withdrawal,19,6,89.1716300890825,cloud
358.75,Transfer,27,0,81.56807520638763,edge
232.77,Withdrawal,17,12,39.4731463673551,edge
2020.11,Payment,9,1,64.05523283451342,edge
177.89,Payment,33,4,38.98452949463106,edge
38.03,Deposit,1,1,27.6443287043109,edge
38.46,Transfer,23,0,54.89477315605876,edge
8346.45,Deposit,12,0,19.719910853762784,cloud
39.02,Withdrawal,7,0,52.991804441153874,edge
9837.77,Deposit,14,5,47.474277963231195,cloud
417.39,Deposit,20,1,54.90569706347776,edge
3909.16,Transfer,20,7,74.60643952022178,cloud
199.36,Withdrawal,10,10,73.552862639963,edge
5397.85,Deposit,13,11,31.079483607631957,cloud
27.8,Payment,9,2,44.438979110514346,edge
263.54,Deposit,23,4,88.06576047613136,cloud
377.13,Transfer,23,6,70.91790378035569,edge
3985.63,Deposit,9,2,45.53131295549519,cloud
44.45,Withdrawal,17,7,72.16299425283518,edge
305.26,Payment,28,3,94.63812059896672,cloud
346.81,Payment,13,1,80.25161912568115,edge
342.76,Deposit,5,2,56.94217985600246,edge
6920.13,Payment,12,3,91.71655845748873,cloud
190.53,Withdrawal,32,8,41.61025524937875,edge
238.67,Transfer,26,1,94.64434376169501,cloud
139.5,Transfer,35,0,13.964557659163997,edge
452.93,Deposit,13,2,55.79032474766492,edge
1954.27,Deposit,9,13,49.92651541294509,edge
621.98,Payment,6,5,42.29720485404861,edge
5925.54,Payment,8,1,62.019990703596804,cloud
13.42,Withdrawal,62,5,91.58600195874803,cloud
111.51,Deposit,23,0,28.651756044390464,edge
167.24,Payment,54,2,70.77168561981057,edge
1665.94,Transfer,5,1,66.92447217506248,edge
327.25,Deposit,10,2,78.49670909024508,edge
7063.26,Transfer,15,5,91.12683642945628,cloud
223.87,Transfer,42,0,57.51626117903942,edge
6769.25,Transfer,3,8,92.7193075209234,cloud
6215.42,Transfer,23,5,82.91137369498604,cloud
123.21,Transfer,12,4,36.56937562387817,edge
363.77,Deposit,20,1,13.37593617490811,edge
7910.22,Deposit,14,1,69.03292760211369,cloud
3333.19,Payment,42,5,64.88174021172743,cloud
459.72,Payment,18,6,87.1341980651029,cloud
111.69,Payment,10,8,87.47829859845834,cloud
5104.69,Withdrawal,0,12,55.699911281051314,cloud
200.74,Withdrawal,9,1,50.79722413965347,edge
12.82,Withdrawal,9,6,59.08818378501576,edge
294.5,Deposit,10,0,23.5669285191386,edge
48.3,Payment,4,0,94.23749068331603,cloud
7730.88,Payment,52,0,65.0764504097683,cloud
360.62,Transfer,18,14,83.69738362062746,edge
459.04,Deposit,17,3,28.59357727748782,edge
671.38,Deposit,24,2,44.34699040951984,edge
460.56,Payment,8,2,50.103996290657136,edge
352.41,Payment,7,14,86.63350871071479,cloud
424.55,Deposit,5,2,34.95779718547982,edge
496.76,Withdrawal,7,1,30.024602045966894,edge
51.76,Transfer,12,6,58.2007292673001,edge
57.98,Deposit,15,3,16.58270750132705,edge
9662.0,Payment,10,8,80.06928643784805,cloud
96.9,Deposit,14,3,13.680617660017482,edge
34.3,Withdrawal,22,3,32.85267533305064,edge
160.23,Payment,17,19,62.431150173954926,edge
417.66,Transfer,1,2,82.1745862847133,edge
3794.28,Payment,21,13,47.11292464111675,cloud
3856.02,Withdrawal,14,2,55.87901985002271,cloud
5674.73,Payment,32,0,32.333734940930405,cloud
491.6,Deposit,9,0,79.14272151164892,edge
443.75,Deposit,4,4,81.38341811086774,edge
9703.42,Transfer,21,0,39.56952109464447,cloud
271.12,Payment,6,5,78.95370027131213,edge
59.27,Withdrawal,12,0,17.03263360317697,edge
101.87,Deposit,13,12,73.78367718514752,edge
9840.31,Transfer,21,3,80.03667170932134,cloud
352.76,Withdrawal,24,1,23.403529313845414,edge
22.26,Transfer,18,1,69.9920645369597,edge
338.53,Payment,65,0,24.086123134652667,edge
223.02,Deposit,12,13,49.36956564334007,edge
408.74,Deposit,9,3,17.63409853598541,edge
43.9,Payment,19,15,30.017855431860777,edge
113.02,Withdrawal,25,10,12.180687296088266,edge
7052.63,Transfer,13,0,44.319965163762554,cloud
367.99,Deposit,27,2,82.48533045609288,edge
118.88,Payment,21,18,34.71591782118632,edge
4488.86,Deposit,25,0,18.997163726363013,cloud
238.23,Withdrawal,30,0,32.93798984496416,edge
395.27,Withdrawal,9,1,30.54244605013897,edge
3609.1,Transfer,7,15,61.814083185891434,cloud
470.13,Payment,20,0,25.18631466363522,edge
122.66,Transfer,29,3,18.98123464528957,edge
307.31,Deposit,5,2,15.720800381721814,edge
304.63,Transfer,37,2,46.58905207637074,edge
9770.37,Payment,4,6,63.87910490273266,cloud
406.4,Transfer,35,13,56.04564404918819,edge
485.66,Transfer,9,4,42.820798998051,edge
809.72,Transfer,25,0,12.08543522199679,edge
391.84,Transfer,7,8,11.7673910848812,edge
198.69,Deposit,24,0,21.691151861069237,edge
191.25,Payment,13,2,51.14142798895206,edge
77.15,Transfer,9,0,55.642956437743464,edge
2870.88,Deposit,46,8,20.300927610267244,edge
9733.15,Transfer,41,10,64.2956302013975,cloud
7095.55,Payment,4,2,89.80394223990518,cloud
29.58,Transfer,1,12,34.466754955078876,edge
798.95,Transfer,8,3,58.12117179215226,edge
218.58,Transfer,8,0,67.40133363755012,edge
92.04,Payment,21,2,31.574634967330535,edge
125.22,Payment,11,6,49.63032226475059,edge
4988.3,Transfer,27,12,73.60796807457993,cloud
211.92,Transfer,16,0,24.117855688843136,edge
90.91,Transfer,12,0,57.964265483849644,edge
8545.27,Withdrawal,42,0,12.641773289387555,cloud
424.95,Deposit,28,6,68.68688428461587,edge
117.44,Payment,15,3,48.62750183697876,edge
1639.19,Withdrawal,26,0,46.29834089153869,cloud
246.6,Deposit,8,4,80.17203093509788,edge
350.68,Withdrawal,11,8,53.72099898416944,edge
445.83,Transfer,19,1,56.41443706379327,edge
6667.17,Transfer,12,5,58.47990445620309,cloud
135.29,Withdrawal,37,3,64.32009487956984,edge
268.82,Deposit,16,4,87.47760457882677,cloud
136.89,Payment,10,11,39.13298331545641,edge
5460.6,Withdrawal,22,1,35.46486206743688,cloud
104.76,Payment,30,0,94.8268620202924,cloud
2970.64,Transfer,20,4,17.953953959592063,edge
5515.02,Payment,50,14,63.95751529814673,cloud
63.08,Payment,32,0,43.5064090118063,edge
25.67,Withdrawal,19,1,67.52073238928946,edge
144.06,Payment,22,4,23.48241940911713,edge
5111.1,Withdrawal,11,9,70.80431413421452,cloud
208.28,Deposit,29,3,21.911837501938415,edge
154.71,Withdrawal,36,3,94.2577280803822,cloud
373.23,Deposit,3,9,61.99323598253627,edge
437.13,Deposit,8,0,69.45144069304058,edge
215.18,Withdrawal,10,18,72.61675270039507,edge
465.99,Transfer,22,5,70.37503065722046,edge
427.43,Withdrawal,40,1,40.86817168256397,edge
8080.67,Transfer,31,5,28.834736968060586,cloud
290.23,Deposit,17,9,85.78324792921201,cloud
7966.25,Payment,20,9,40.48727660203472,cloud
340.77,Transfer,18,2,49.00937249318826,edge
259.14,Payment,9,2,21.76668055171387,edge
476.22,Deposit,21,3,79.25203316709751,edge
90.67,Withdrawal,16,1,29.831564449190953,edge
9309.63,Transfer,4,1,38.87849086964211,cloud
258.64,Payment,13,3,91.21343392787455,cloud
1525.94,Payment,4,0,49.572665398898764,edge
466.82,Transfer,37,1,10.958322664420546,edge
249.56,Deposit,7,18,44.47185341182704,edge
3910.85,Payment,21,0,67.76500436382025,cloud
182.71,Transfer,29,1,73.87516573520116,edge
4254.74,Payment,47,0,41.458159453469214,cloud
5291.64,Transfer,35,3,66.60722592777833,cloud
367.5,Transfer,47,0,60.981107532495656,edge
481.3,Payment,17,2,51.93528698472256,edge
6909.56,Deposit,21,6,72.42658886859981,cloud
46.43,Deposit,24,3,25.133432088813645,edge
226.74,Payment,18,4,15.326409000933905,edge
140.4,Withdrawal,15,1,69.50359616302647,edge
9289.26,Deposit,4,3,90.83974742517223,cloud
159.6,Deposit,25,5,21.060490607094497,edge
281.17,Transfer,15,10,90.6528543010059,cloud
309.58,Withdrawal,21,1,88.31793940918216,cloud
83.36,Withdrawal,8,1,10.38593170716807,edge
1349.4,Withdrawal,33,0,12.243851537592404,cloud
134.18,Transfer,11,7,29.297809908110228,edge
1062.51,Transfer,1,3,23.938269406767084,edge
417.1,Payment,5,10,50.98964873142458,edge
3161.73,Transfer,14,0,83.26601110311334,cloud
4061.95,Withdrawal,10,13,15.512870095443613,cloud
66.62,Transfer,7,0,71.89699107632849,edge
240.37,Deposit,6,22,57.86168218240511,edge
394.96,Payment,42,0,34.98414744424254,edge
226.14,Withdrawal,4,9,37.67737177061818,edge
367.34,Withdrawal,5,3,84.59935117650318,edge
240.96,Payment,14,10,86.92080369965477,cloud
258.37,Payment,10,2,54.54304634219111,edge
451.51,Transfer,17,1,23.016647832025914,edge
382.81,Transfer,48,3,56.74785047477466,edge
275.23,Payment,41,2,57.7325652214027,edge
283.31,Payment,34,11,38.31253931948818,edge
5286.74,Transfer,21,0,33.93021984673939,cloud
499.04,Payment,0,2,17.893937319487208,edge
97.78,Payment,6,8,20.337054852690734,edge
6633.46,Deposit,12,1,77.04539986742655,cloud
156.57,Payment,22,9,31.706235834588494,edge
6465.62,Withdrawal,75,3,38.25126781898174,cloud
176.17,Deposit,44,9,89.73357068251619,cloud
5498.59,Transfer,13,5,50.13168270255996,cloud
2685.74,Deposit,31,3,83.70593494288767,edge
481.95,Deposit,1,3,80.16930933327312,edge
106.86,Payment,6,3,73.39386263449734,edge
315.78,Withdrawal,20,22,58.703473823315015,edge
315.69,Withdrawal,21,4,93.9851436328843,cloud
325.63,Payment,11,0,82.2766641406944,edge
295.98,Deposit,18,1,52.38624795457916,edge
297.16,Withdrawal,17,2,21.727276556068787,edge
131.65,Withdrawal,15,2,13.291102178614798,edge
179.14,Transfer,17,20,46.110098879720745,edge
209.73,Withdrawal,7,1,72.95004267355462,edge
3028.71,Deposit,5,3,73.14949048179886,cloud
485.35,Transfer,4,19,25.689055126005698,edge
321.46,Transfer,21,3,20.737710047521286,edge
26.38,Withdrawal,44,2,93.3934624799274,flagged
7447.42,Transfer,11,8,49.83097085504459,cloud
278.24,Payment,31,23,39.31546167741168,edge
309.23,Transfer,10,2,68.48373590439007,edge
272.05,Deposit,22,21,72.20169163229451,edge
6621.61,Withdrawal,25,4,26.07350656779347,cloud
487.2,Deposit,25,2,24.05667393648947,edge
7653.77,Deposit,5,0,66.01182695700732,cloud
270.46,Deposit,30,1,16.04163989034684,edge
77.32,Payment,9,0,26.315453742508858,edge
6137.77,Deposit,1,6,10.425652871114876,cloud
238.02,Transfer,22,1,90.7090163480247,cloud
4361.07,Withdrawal,16,6,59.45562177403098,cloud
354.57,Payment,22,7,40.06520080098181,edge
57.8,Deposit,74,2,10.891234050199587,edge
422.93,Payment,32,3,79.14739414323984,edge
418.24,Withdrawal,11,4,43.04653220366691,edge
4586.06,Payment,22,5,41.370373067233864,cloud
377.69,Deposit,20,6,12.130720829693335,edge
3544.24,Transfer,18,1,30.458816858985763,cloud
368.41,Withdrawal,17,3,78.27692230533644,edge
8439.92,Deposit,28,14,46.161535458023266,cloud
123.28,Payment,19,1,65.60431051350807,edge
441.13,Payment,11,2,31.994611546465464,edge
3366.15,Transfer,19,0,77.91698734961186,cloud
7211.59,Payment,8,2,59.24350866097228,cloud
53.82,Deposit,54,6,31.819224543983907,edge
1915.56,Transfer,8,12,80.22032434889093,edge
393.22,Deposit,53,2,38.65005204776581,edge
295.58,Payment,44,0,17.729263955610932,edge
67.93,Withdrawal,37,8,60.102478074337384,edge
4735.14,Withdrawal,39,3,30.903270824472507,cloud
110.61,Deposit,14,6,16.39732859500396,edge
2323.34,Withdrawal,30,0,48.195867274288,cloud
470.5,Withdrawal,19,4,67.68054379532143,edge
334.61,Transfer,8,4,93.06018649741662,cloud
264.98,Deposit,13,7,81.38314341438057,edge
111.62,Transfer,19,6,31.875005611686664,edge
160.28,Payment,9,3,80.04326756155965,edge
383.33,Withdrawal,2,15,69.72085518265322,edge
278.0,Deposit,29,0,83.10297432470408,edge
324.78,Transfer,13,3,17.564537794597506,edge
50.76,Transfer,19,19,65.84694490964213,edge
62.73,Payment,6,2,83.84749469080487,edge
421.04,Transfer,19,5,57.87677571753294,edge
9035.22,Deposit,1,11,53.39134628809553,cloud
375.03,Deposit,6,3,45.77204181558964,edge
388.37,Transfer,2,0,48.34677293044819,edge
4842.01,Transfer,21,2,58.53886919196421,cloud
464.89,Deposit,3,1,73.7624169599585,edge
6580.65,Withdrawal,4,0,46.98222287456965,cloud
7911.97,Withdrawal,43,19,33.093470220028394,cloud
105.68,Deposit,11,2,85.7929775181787,cloud
428.88,Payment,39,15,94.96206929450338,cloud
283.44,Withdrawal,5,1,44.867364573666,edge
131.84,Payment,21,0,40.158112662487014,edge
50.66,Withdrawal,39,18,31.79385527244981,edge
439.56,Transfer,39,2,52.55158549837789,edge
14.5,Withdrawal,33,4,14.762627247375736,edge
442.43,Payment,22,7,86.54329816040415,cloud
352.38,Transfer,32,0,89.35884115051735,cloud
416.15,Payment,27,6,93.88198831695246,cloud
18.51,Withdrawal,2,5,22.307954148242864,edge
285.97,Payment,37,9,81.16632978477644,edge
6617.43,Deposit,8,2,54.32226962979849,cloud
34.8,Deposit,5,2,35.164011327614844,edge
92.83,Withdrawal,6,3,53.38895667533056,edge
376.56,Transfer,13,2,72.47479931935086,edge
8451.08,Transfer,16,8,13.87230355077552,cloud
311.8,Transfer,47,7,32.13916950473691,edge
668.96,Withdrawal,19,7,81.88085450938789,edge
3969.41,Transfer,19,3,30.971601093148134,cloud
10.96,Deposit,41,0,84.18228510652597,edge
4996.4,Deposit,4,0,74.00952121513889,cloud
473.04,Deposit,22,4,68.30721638295523,edge
176.78,Deposit,24,7,25.83657355180758,edge
383.06,Payment,10,6,93.02784305231117,cloud
149.72,Transfer,25,7,60.128846271658986,edge
413.03,Payment,8,3,38.71057948285315,edge
102.98,Withdrawal,16,1,66.04038711819342,edge
8768.44,Withdrawal,7,8,93.44939056149504,cloud
184.4,Transfer,11,0,82.66669178124936,edge
6627.2,Deposit,28,3,28.277434635326095,cloud
273.01,Deposit,16,6,11.546760692945272,edge
399.44,Deposit,7,2,91.34517820613475,cloud
9903.88,Deposit,22,2,15.576555395935518,cloud
452.5,Deposit,20,1,40.12903774295123,edge
38.01,Payment,25,3,23.52868395904399,edge
494.98,Deposit,26,3,50.20983704345108,edge
9050.86,Deposit,7,4,47.442735519434436,cloud
160.68,Payment,10,1,75.62168230204442,edge
8307.18,Withdrawal,35,2,78.98870852303543,cloud
454.47,Transfer,7,12,87.00773707855153,cloud
382.3,Payment,28,8,91.6939056193309,cloud
8921.02,Payment,5,3,91.2714813916203,cloud
1884.71,Payment,33,4,58.61375279607968,edge
269.78,Payment,7,4,80.96036980591163,edge
16.76,Withdrawal,29,0,71.48393541411326,edge
442.86,Transfer,2,1,81.01029424175918,edge
243.11,Transfer,8,3,83.00735648269645,edge
283.46,Withdrawal,1,0,33.41353030095859,edge
8642.18,Payment,6,7,78.2969051951353,cloud
234.09,Withdrawal,47,0,83.44491239797195,edge
2225.03,Payment,39,5,28.394495920558917,edge
362.25,Payment,19,1,65.85572458463977,edge
3691.65,Deposit,16,6,26.76629638883165,cloud
318.7,Withdrawal,15,2,19.917607769531045,edge
9944.99,Withdrawal,12,0,93.2584774316575,cloud
149.12,Deposit,10,3,48.95594869467979,edge
365.57,Transfer,23,4,19.11407897384904,edge
196.42,Transfer,8,1,40.165458637251874,edge
4758.5,Payment,17,1,44.96777395264851,cloud
327.05,Payment,33,7,53.82340077403172,edge
2504.56,Payment,14,6,52.20672673939013,edge
245.88,Withdrawal,5,1,71.72326223028506,edge
8636.88,Withdrawal,15,6,40.52110498394094,cloud
140.76,Payment,39,0,74.54103320632069,edge
1886.76,Withdrawal,44,9,60.91022536334309,cloud
135.38,Payment,10,3,29.425244398366324,edge
225.01,Transfer,5,0,14.539529696099773,edge
232.9,Transfer,7,13,62.6881734395142,edge
2747.31,Withdrawal,8,8,83.24492004206577,cloud
88.29,Withdrawal,9,1,11.488192143898514,edge
393.94,Withdrawal,9,1,12.147319415537748,edge
